weight,age,height,size
61,32.0,172.72,M
58,30.0,172.72,S
52,28.0,165.1,S
69,40.0,170.18,L
63,27.0,162.56,L
72,38.0,175.26,XL
58,42.0,170.18,XXS
62,41.0,167.64,XL
52,36.0,157.48,S
68,35.0,175.26,XXXL
58,32.0,167.64,S
65,30.0,170.18,L
56,32.0,167.64,S
65,33.0,170.18,XL
56,32.0,162.56,S
63,30.0,172.72,M
62,30.0,172.72,M
75,35.0,162.56,XL
58,41.0,162.56,L
56,32.0,154.94,L
50,38.0,162.56,S
61,33.0,160.02,XL
56,31.0,175.26,S
55,41.0,167.64,M
108,39.0,154.94,XXXL
56,27.0,170.18,S
56,50.0,172.72,S
58,30.0,172.72,L
53,30.0,157.48,S
47,35.0,157.48,XXS
61,43.0,165.1,L
68,30.0,170.18,L
54,39.0,167.64,S
65,31.0,175.26,L
70,25.0,167.64,L
49,37.0,157.48,S
57,33.0,149.86,M
61,30.0,154.94,M
54,32.0,160.02,S
52,39.0,160.02,XXS
65,37.0,162.56,M
56,43.0,160.02,XL
61,29.0,167.64,M
68,25.0,170.18,L
65,28.0,167.64,M
61,31.0,170.18,L
52,32.0,160.02,XXS
54,30.0,167.64,XXS
52,30.0,160.02,M
53,47.0,160.02,M
52,32.0,160.02,S
61,20.0,165.1,M
56,34.0,162.56,M
56,26.0,162.56,XL
62,33.0,162.56,L
64,28.0,167.64,L
58,27.0,167.64,S
65,41.0,167.64,L
52,36.0,160.02,M
58,34.0,167.64,XXXL
68,44.0,175.26,L
65,37.0,162.56,XL
61,35.0,177.8,M
52,32.0,157.48,S
54,41.0,152.4,S
72,35.0,165.1,XXXL
97,38.0,170.18,XXXL
49,29.0,160.02,S
63,29.0,162.56,M
52,29.0,154.94,M
69,24.0,165.1,XL
68,29.0,157.48,XXXL
77,20.0,167.64,XXXL
61,32.0,170.18,L
62,32.0,170.18,M
72,36.0,172.72,XL
57,31.0,157.48,M
49,19.0,157.48,XXS
68,25.0,172.72,L
68,42.0,165.1,L
61,32.0,172.72,M
61,61.0,165.1,XXXL
58,34.0,157.48,L
58,41.0,172.72,M
63,53.0,162.56,XL
67,32.0,167.64,XL
57,29.0,165.1,S
65,31.0,162.56,L
55,32.0,162.56,S
58,27.0,160.02,M
70,45.0,180.34,XXXL
56,36.0,172.72,M
56,36.0,154.94,M
54,35.0,160.02,M
56,29.0,160.02,M
63,31.0,167.64,M
56,29.0,167.64,M
58,31.0,160.02,L
58,27.0,165.1,S
54,50.0,162.56,L
57,37.0,165.1,M
58,34.0,172.72,L
55,27.0,157.48,M
52,68.0,165.1,S
68,46.0,172.72,XL
68,32.0,170.18,XL
47,31.0,175.26,S
56,21.0,162.56,M
62,49.0,175.26,XL
56,33.0,157.48,M
56,50.0,165.1,M
81,39.0,180.34,XXXL
70,29.0,175.26,XL
51,28.0,167.64,S
55,37.0,162.56,M
56,29.0,157.48,M
63,30.0,170.18,L
52,43.0,160.02,S
76,30.0,180.34,XXXL
77,34.0,175.26,XL
81,39.0,175.26,XXXL
61,33.0,167.64,L
65,38.0,177.8,M
54,30.0,160.02,S
68,37.0,180.34,L
63,30.0,162.56,XL
56,31.0,160.02,XXS
49,33.0,160.02,S
52,40.0,147.32,L
63,33.0,170.18,M
52,33.0,160.02,S
56,30.0,165.1,S
61,28.0,170.18,M
86,32.0,167.64,XXXL
58,38.0,167.64,M
64,33.0,175.26,L
74,37.0,180.34,XL
49,36.0,162.56,XXS
68,30.0,167.64,M
60,29.0,180.34,S
63,48.0,170.18,XXXL
49,32.0,162.56,XXS
56,31.0,160.02,M
68,33.0,172.72,M
68,36.0,175.26,L
65,22.0,170.18,M
113,33.0,167.64,XXXL
58,53.0,170.18,XL
74,55.0,180.34,XXXL
62,37.0,175.26,L
68,27.0,177.8,XXXL
40,30.0,154.94,S
56,26.0,165.1,S
68,27.0,177.8,M
74,42.0,162.56,XL
52,29.0,165.1,S
58,27.0,170.18,S
59,36.0,154.94,XL
61,28.0,170.18,L
62,50.0,165.1,XL
70,47.0,165.1,XXXL
60,44.0,172.72,M
51,61.0,160.02,M
68,68.0,177.8,XXXL
65,29.0,157.48,XXXL
77,32.0,187.96,XXXL
72,34.0,160.02,XXXL
56,30.0,162.56,M
52,30.0,157.48,S
60,29.0,172.72,M
58,30.0,170.18,M
65,32.0,172.72,XL
54,44.0,162.56,S
62,30.0,170.18,L
68,34.0,172.72,XL
60,36.0,172.72,M
54,38.0,162.56,S
52,44.0,154.94,M
63,33.0,165.1,L
58,28.0,170.18,S
58,36.0,152.4,L
45,31.0,157.48,XXS
53,29.0,162.56,M
79,39.0,167.64,XXXL
77,40.0,167.64,XXXL
69,32.0,165.1,XXXL
56,30.0,160.02,M
81,36.0,185.42,XXXL
68,30.0,170.18,L
45,26.0,167.64,XXS
53,27.0,160.02,M
90,55.0,157.48,XXXL
74,46.0,177.8,XXXL
61,31.0,165.1,M
54,33.0,170.18,XL
54,31.0,160.02,S
54,36.0,167.64,XL
58,28.0,162.56,M
47,28.0,154.94,S
63,30.0,160.02,L
77,39.0,165.1,XXXL
45,27.0,152.4,XXS
58,22.0,157.48,M
65,28.0,162.56,XL
68,24.0,172.72,XL
74,32.0,170.18,XXXL
55,29.0,165.1,XXS
74,40.0,172.72,XL
61,31.0,162.56,M
65,29.0,165.1,XL
68,23.0,172.72,XL
53,33.0,167.64,S
56,30.0,162.56,S
58,40.0,170.18,M
61,29.0,162.56,L
61,45.0,160.02,XL
62,27.0,160.02,M
56,29.0,160.02,M
77,33.0,172.72,XL
46,36.0,160.02,XXS
63,33.0,172.72,L
56,29.0,162.56,S
53,42.0,170.18,XXS
70,33.0,177.8,M
72,35.0,175.26,XXXL
61,45.0,167.64,XXXL
67,30.0,160.02,XXXL
63,49.0,170.18,XL
54,38.0,170.18,S
63,25.0,172.72,L
63,38.0,167.64,XL
52,32.0,167.64,S
68,51.0,167.64,XXXL
51,53.0,154.94,M
68,58.0,157.48,M
56,26.0,172.72,M
56,34.0,157.48,M
82,52.0,165.1,XXXL
61,46.0,165.1,M
61,37.0,175.26,M
71,41.0,170.18,XXXL
49,25.0,165.1,XXS
58,32.0,167.64,M
52,28.0,152.4,S
61,36.0,157.48,L
65,25.0,172.72,M
65,32.0,165.1,L
50,25.0,157.48,XXS
63,53.0,165.1,XL
53,54.0,160.02,M
61,31.0,162.56,M
57,29.0,170.18,S
64,45.0,170.18,L
63,33.0,157.48,XXXL
46,28.0,165.1,S
54,29.0,160.02,S
74,33.0,182.88,XL
61,32.0,167.64,M
61,40.0,175.26,L
52,30.0,170.18,XXS
58,32.0,162.56,S
72,36.0,162.56,XXXL
68,27.0,167.64,L
58,34.0,167.64,S
52,34.0,165.1,XXS
57,32.0,160.02,M
61,33.0,162.56,M
81,26.0,167.64,XXXL
62,41.0,172.72,L
68,31.0,160.02,XXXL
63,32.0,167.64,L
68,27.0,160.02,XXXL
65,28.0,177.8,L
49,30.0,154.94,S
63,49.0,165.1,L
66,28.0,162.56,L
54,34.0,162.56,S
68,42.0,170.18,XL
52,27.0,157.48,XXS
68,30.0,170.18,XL
61,29.0,170.18,M
70,29.0,160.02,M
58,34.0,165.1,M
49,24.0,167.64,XXS
68,32.0,160.02,M
79,39.0,167.64,XXXL
58,28.0,170.18,M
65,47.0,162.56,XL
54,31.0,172.72,L
56,39.0,165.1,M
95,25.0,175.26,XXXL
56,32.0,165.1,M
70,25.0,172.72,XL
58,25.0,175.26,XXS
73,50.0,165.1,XXXL
63,44.0,162.56,XL
61,32.0,165.1,L
54,38.0,165.1,M
57,28.0,160.02,M
58,45.0,172.72,XL
56,30.0,154.94,M
45,34.0,152.4,XXS
68,34.0,177.8,XL
52,38.0,154.94,XXS
56,23.0,160.02,M
83,33.0,177.8,XXXL
56,32.0,167.64,XXS
65,36.0,165.1,L
58,25.0,175.26,M
58,39.0,175.26,M
83,30.0,175.26,XXXL
72,36.0,175.26,XXXL
68,41.0,175.26,XL
67,48.0,170.18,XXXL
63,39.0,167.64,XL
56,41.0,162.56,S
51,32.0,162.56,XXS
68,44.0,165.1,M
53,29.0,165.1,L
72,38.0,175.26,XXXL
58,40.0,170.18,M
59,32.0,165.1,M
68,31.0,170.18,XL
56,31.0,157.48,S
49,20.0,162.56,XXS
58,35.0,162.56,M
63,32.0,160.02,XL
61,45.0,172.72,M
58,29.0,167.64,XL
72,37.0,175.26,XL
56,27.0,170.18,S
63,30.0,165.1,M
70,30.0,160.02,XXXL
56,41.0,172.72,S
67,33.0,177.8,XL
61,33.0,170.18,XL
61,63.0,170.18,L
58,49.0,165.1,M
63,30.0,167.64,M
61,40.0,160.02,L
54,39.0,165.1,S
61,32.0,167.64,M
58,32.0,162.56,M
70,28.0,172.72,XL
63,28.0,172.72,L
63,39.0,160.02,XXXL
68,35.0,167.64,XL
58,53.0,167.64,XXXL
58,30.0,167.64,M
68,34.0,165.1,XL
58,35.0,165.1,S
88,39.0,170.18,XXXL
73,42.0,160.02,XXXL
55,31.0,160.02,L
56,37.0,167.64,S
79,38.0,172.72,XL
56,23.0,152.4,S
47,27.0,157.48,M
68,29.0,170.18,L
54,26.0,167.64,M
63,31.0,170.18,M
48,35.0,152.4,S
65,31.0,172.72,XL
52,31.0,162.56,S
58,39.0,167.64,L
60,25.0,167.64,M
61,49.0,167.64,XL
48,38.0,162.56,XXS
56,43.0,157.48,L
63,23.0,160.02,M
63,28.0,172.72,M
54,27.0,165.1,L
68,30.0,172.72,XL
62,26.0,172.72,M
59,29.0,162.56,L
113,36.0,165.1,XXXL
55,35.0,167.64,S
58,30.0,154.94,M
54,30.0,167.64,XXS
56,26.0,170.18,M
58,49.0,157.48,XL
65,39.0,167.64,L
70,39.0,170.18,XXXL
66,29.0,167.64,L
81,28.0,170.18,XXXL
45,28.0,157.48,XXS
65,24.0,170.18,L
81,26.0,167.64,XXXL
61,35.0,172.72,M
72,46.0,165.1,L
51,33.0,154.94,M
65,33.0,172.72,XL
70,38.0,162.56,L
69,23.0,167.64,XL
60,30.0,162.56,L
63,29.0,162.56,XL
61,32.0,177.8,M
58,43.0,170.18,XL
63,28.0,162.56,XL
65,32.0,177.8,XL
82,31.0,170.18,XXXL
52,32.0,162.56,M
69,30.0,165.1,XXXL
48,38.0,162.56,XXS
58,31.0,167.64,M
54,27.0,160.02,S
56,56.0,172.72,XL
58,26.0,167.64,M
56,29.0,165.1,S
63,32.0,165.1,XL
56,65.0,165.1,S
64,37.0,170.18,M
49,20.0,149.86,S
59,46.0,162.56,XL
72,35.0,167.64,XXXL
61,29.0,165.1,L
65,31.0,167.64,L
47,40.0,157.48,M
52,25.0,157.48,XXS
65,47.0,172.72,M
64,37.0,175.26,M
54,23.0,172.72,S
61,27.0,167.64,M
63,35.0,170.18,L
52,37.0,167.64,XXS
61,50.0,165.1,XL
45,30.0,154.94,S
56,21.0,180.34,S
54,44.0,170.18,S
70,28.0,167.64,XL
74,32.0,165.1,XXXL
58,34.0,162.56,M
61,33.0,167.64,M
72,26.0,175.26,XXXL
53,32.0,170.18,S
49,45.0,157.48,S
81,36.0,180.34,XXXL
70,24.0,177.8,L
52,30.0,167.64,XXS
54,35.0,157.48,XL
65,35.0,165.1,L
63,29.0,157.48,XXXL
68,28.0,185.42,M
52,23.0,160.02,M
53,23.0,157.48,S
70,29.0,160.02,XL
55,42.0,167.64,M
74,30.0,170.18,XXXL
53,44.0,165.1,S
58,40.0,167.64,M
53,40.0,154.94,M
54,27.0,162.56,S
63,32.0,167.64,L
63,55.0,167.64,XXXL
65,49.0,167.64,M
61,23.0,162.56,M
61,32.0,175.26,M
59,36.0,167.64,M
56,36.0,162.56,M
68,29.0,162.56,L
74,35.0,185.42,XL
57,34.0,162.56,M
113,35.0,172.72,XXXL
56,42.0,162.56,M
68,36.0,157.48,XXXL
48,28.0,160.02,XXS
50,44.0,162.56,XXS
63,32.0,172.72,XL
77,33.0,177.8,XL
54,36.0,162.56,S
79,34.0,172.72,XXXL
53,27.0,167.64,XXS
63,37.0,160.02,M
58,26.0,172.72,S
63,26.0,157.48,XL
65,26.0,157.48,L
54,26.0,160.02,S
63,31.0,165.1,XL
95,51.0,162.56,XXXL
61,32.0,165.1,M
58,32.0,167.64,XL
58,18.0,165.1,S
70,56.0,165.1,XXXL
77,28.0,172.72,XXXL
52,34.0,160.02,XXS
61,36.0,167.64,L
65,35.0,167.64,L
58,44.0,157.48,M
72,29.0,172.72,XXXL
56,37.0,165.1,M
68,28.0,167.64,L
56,33.0,167.64,L
59,35.0,167.64,XXXL
61,33.0,162.56,M
52,22.0,172.72,S
68,39.0,177.8,M
56,47.0,167.64,M
58,22.0,157.48,S
63,32.0,177.8,M
70,29.0,172.72,XL
54,32.0,162.56,S
56,34.0,162.56,M
74,27.0,172.72,XXXL
49,31.0,162.56,XXS
63,35.0,160.02,L
52,45.0,160.02,S
61,28.0,167.64,S
61,32.0,157.48,L
61,31.0,157.48,XXXL
62,33.0,157.48,XXXL
63,35.0,170.18,L
56,62.0,154.94,M
74,29.0,175.26,XL
63,33.0,170.18,XL
73,42.0,167.64,XXXL
65,35.0,160.02,XL
62,36.0,160.02,XXXL
68,33.0,167.64,L
49,20.0,160.02,L
81,42.0,177.8,XXXL
53,34.0,162.56,M
65,37.0,167.64,XL
72,38.0,182.88,XL
65,32.0,170.18,XL
50,31.0,154.94,XXS
49,36.0,160.02,S
68,40.0,162.56,XL
63,35.0,165.1,XXXL
63,29.0,167.64,L
58,51.0,157.48,XL
64,28.0,167.64,M
55,28.0,167.64,S
58,27.0,160.02,M
54,34.0,167.64,M
53,36.0,160.02,S
74,32.0,175.26,XXXL
74,34.0,175.26,XXXL
60,34.0,165.1,M
81,34.0,167.64,XXXL
51,27.0,170.18,S
62,35.0,160.02,M
56,34.0,172.72,M
54,36.0,154.94,S
59,23.0,167.64,S
79,39.0,167.64,XXXL
64,37.0,175.26,XL
45,47.0,157.48,XXS
64,36.0,160.02,M
68,37.0,170.18,XL
62,33.0,172.72,M
52,30.0,157.48,S
56,32.0,167.64,S
52,28.0,162.56,XXS
55,41.0,170.18,S
58,37.0,172.72,S
52,30.0,165.1,S
60,34.0,167.64,M
49,34.0,157.48,S
65,36.0,167.64,XXXL
49,35.0,167.64,M
52,32.0,160.02,M
58,51.0,167.64,XL
70,47.0,170.18,L
58,34.0,157.48,M
48,31.0,154.94,S
61,32.0,175.26,L
72,27.0,160.02,XL
53,41.0,157.48,M
51,36.0,154.94,S
72,32.0,167.64,XXXL
58,27.0,157.48,M
61,31.0,175.26,L
56,32.0,154.94,XL
74,45.0,172.72,XL
56,27.0,162.56,M
58,30.0,177.8,M
54,31.0,165.1,M
52,43.0,167.64,S
54,40.0,162.56,S
54,36.0,160.02,M
58,33.0,167.64,XL
62,26.0,170.18,M
63,48.0,177.8,M
57,36.0,172.72,S
65,23.0,162.56,XL
61,34.0,175.26,M
54,26.0,170.18,S
65,33.0,154.94,XL
72,36.0,167.64,XXXL
54,22.0,162.56,S
56,25.0,157.48,S
72,56.0,160.02,XXXL
61,28.0,165.1,L
56,33.0,162.56,M
70,32.0,175.26,L
67,34.0,172.72,XL
70,30.0,170.18,M
57,38.0,162.56,M
52,42.0,160.02,S
72,29.0,167.64,XL
68,45.0,170.18,L
54,35.0,167.64,S
47,29.0,149.86,XXS
63,37.0,165.1,M
61,28.0,170.18,S
61,38.0,175.26,S
63,31.0,162.56,L
60,34.0,170.18,XL
95,28.0,170.18,XXXL
56,31.0,162.56,S
58,31.0,165.1,XL
49,36.0,157.48,XXS
65,30.0,167.64,XL
86,34.0,160.02,XXXL
65,36.0,170.18,XL
54,30.0,160.02,M
58,30.0,167.64,S
53,36.0,160.02,M
83,28.0,177.8,XXXL
81,27.0,175.26,XL
68,47.0,182.88,XXXL
74,34.0,177.8,XL
47,32.0,157.48,XXS
68,53.0,170.18,XXXL
53,53.0,160.02,M
58,26.0,167.64,M
63,34.0,172.72,XL
54,35.0,162.56,M
83,28.0,162.56,S
61,31.0,167.64,M
58,24.0,180.34,M
61,33.0,170.18,M
55,30.0,160.02,M
58,30.0,170.18,S
90,33.0,170.18,XXXL
56,28.0,170.18,S
58,29.0,167.64,S
61,36.0,167.64,XL
47,35.0,160.02,XXS
58,34.0,165.1,S
48,30.0,149.86,M
72,33.0,167.64,XXXL
62,35.0,170.18,XL
66,34.0,172.72,XL
68,27.0,157.48,XL
55,33.0,162.56,M
63,23.0,170.18,M
52,34.0,157.48,S
43,22.0,149.86,S
57,33.0,160.02,M
58,30.0,160.02,S
58,30.0,170.18,S
58,40.0,165.1,M
61,28.0,170.18,XL
81,37.0,160.02,XXXL
65,33.0,170.18,XL
64,42.0,167.64,M
63,38.0,170.18,XL
47,23.0,160.02,XXS
74,27.0,172.72,XXXL
59,31.0,165.1,M
58,30.0,167.64,S
104,35.0,172.72,XXXL
58,32.0,180.34,XXS
60,53.0,170.18,XL
63,32.0,160.02,M
68,32.0,175.26,XL
49,30.0,167.64,S
61,28.0,167.64,XL
59,31.0,157.48,XL
54,32.0,167.64,S
74,34.0,177.8,XL
68,37.0,170.18,L
61,70.0,165.1,XL
63,37.0,154.94,L
56,35.0,162.56,S
58,45.0,172.72,XXXL
61,35.0,162.56,L
49,33.0,154.94,S
52,18.0,167.64,XXS
79,27.0,167.64,XXXL
53,45.0,165.1,S
74,30.0,165.1,XXXL
79,24.0,162.56,XXXL
84,33.0,160.02,XXXL
68,33.0,165.1,XL
83,29.0,182.88,XXXL
72,33.0,170.18,XXXL
68,44.0,172.72,XL
52,37.0,154.94,M
57,30.0,165.1,M
69,36.0,172.72,XL
68,23.0,172.72,XL
58,32.0,170.18,M
63,38.0,165.1,L
68,32.0,172.72,XL
70,24.0,172.72,XL
72,28.0,162.56,XXXL
86,30.0,172.72,XXXL
58,26.0,170.18,M
54,28.0,157.48,XXS
74,30.0,165.1,XL
62,27.0,162.56,M
50,41.0,160.02,S
58,31.0,170.18,M
65,29.0,162.56,M
55,37.0,157.48,S
61,30.0,154.94,M
58,28.0,167.64,L
65,30.0,170.18,L
58,24.0,160.02,L
58,38.0,170.18,M
65,30.0,165.1,XXXL
60,33.0,167.64,M
70,28.0,167.64,XL
49,27.0,157.48,S
68,42.0,167.64,XL
81,34.0,165.1,XXXL
72,26.0,165.1,XL
68,29.0,167.64,XXXL
66,55.0,170.18,XXXL
56,31.0,165.1,M
62,31.0,165.1,L
61,29.0,157.48,M
77,26.0,165.1,XL
54,46.0,175.26,M
48,57.0,160.02,XXS
68,55.0,167.64,M
81,27.0,172.72,XXXL
56,28.0,167.64,S
86,34.0,177.8,XXXL
54,61.0,165.1,XXXL
47,30.0,152.4,XXS
58,37.0,165.1,M
77,28.0,165.1,XXXL
65,31.0,175.26,S
58,31.0,170.18,M
58,39.0,167.64,S
70,38.0,175.26,XL
56,30.0,160.02,S
59,47.0,172.72,XL
49,26.0,162.56,XXS
70,25.0,175.26,L
63,30.0,172.72,L
58,32.0,165.1,M
61,28.0,170.18,M
65,26.0,172.72,L
51,36.0,160.02,S
56,30.0,160.02,S
56,54.0,170.18,XL
58,33.0,154.94,L
58,29.0,172.72,M
74,40.0,167.64,XXXL
53,44.0,165.1,M
77,41.0,167.64,XXXL
65,29.0,162.56,XXXL
49,43.0,162.56,S
52,26.0,157.48,M
63,39.0,170.18,XL
58,25.0,165.1,M
65,39.0,175.26,XXXL
53,33.0,162.56,S
56,31.0,160.02,L
61,45.0,167.64,XXXL
56,35.0,152.4,L
53,29.0,170.18,S
74,35.0,175.26,XL
56,29.0,167.64,M
54,42.0,157.48,M
56,30.0,152.4,M
104,29.0,165.1,XXXL
58,69.0,152.4,M
54,31.0,162.56,M
65,34.0,172.72,L
59,36.0,167.64,S
58,45.0,172.72,M
68,31.0,175.26,L
120,32.0,170.18,XXXL
55,27.0,165.1,S
58,21.0,160.02,S
65,35.0,160.02,L
54,51.0,162.56,L
58,31.0,175.26,S
66,27.0,160.02,M
54,35.0,170.18,L
58,32.0,157.48,M
65,29.0,162.56,XL
61,33.0,177.8,M
70,32.0,172.72,XXXL
58,39.0,157.48,M
63,50.0,177.8,XL
65,30.0,152.4,XL
56,23.0,160.02,S
70,33.0,170.18,XL
49,26.0,162.56,S
58,45.0,165.1,XL
61,31.0,167.64,M
55,26.0,170.18,M
83,36.0,165.1,XXXL
61,46.0,170.18,XL
86,42.0,157.48,XXXL
61,36.0,170.18,L
74,30.0,175.26,XXXL
63,33.0,172.72,XL
62,47.0,175.26,XL
63,33.0,167.64,XL
54,31.0,160.02,S
68,36.0,162.56,XXXL
54,43.0,162.56,M
52,32.0,170.18,S
59,23.0,167.64,S
68,28.0,172.72,XXXL
58,54.0,170.18,L
70,31.0,167.64,XL
57,27.0,162.56,M
61,51.0,157.48,M
60,30.0,165.1,XXS
49,28.0,154.94,S
74,35.0,175.26,XL
58,34.0,162.56,M
55,22.0,167.64,S
54,27.0,160.02,M
49,42.0,160.02,XXS
54,29.0,162.56,S
56,28.0,160.02,S
63,39.0,170.18,L
60,36.0,172.72,M
68,37.0,170.18,M
54,28.0,172.72,XXS
58,31.0,180.34,L
55,26.0,167.64,S
45,27.0,152.4,S
48,39.0,167.64,S
52,30.0,162.56,S
68,36.0,175.26,XL
56,31.0,160.02,S
44,28.0,152.4,XXS
65,33.0,167.64,XL
74,33.0,172.72,XXXL
63,36.0,165.1,XL
52,42.0,167.64,XXS
67,25.0,172.72,XL
43,31.0,152.4,XXS
74,44.0,167.64,XXXL
45,35.0,154.94,XXS
73,58.0,165.1,XL
59,48.0,170.18,M
56,28.0,167.64,S
99,30.0,172.72,XXXL
68,35.0,175.26,XL
68,34.0,162.56,XXXL
54,31.0,165.1,S
54,36.0,160.02,S
54,37.0,162.56,S
63,32.0,172.72,XL
56,43.0,167.64,S
52,26.0,162.56,XXS
58,35.0,165.1,M
61,31.0,167.64,M
68,36.0,165.1,XL
56,29.0,170.18,S
56,36.0,165.1,M
49,27.0,165.1,XXS
65,32.0,167.64,XXXL
53,33.0,167.64,XXS
47,19.0,162.56,XXS
70,29.0,167.64,L
52,30.0,160.02,S
65,25.0,167.64,L
60,27.0,162.56,M
53,39.0,162.56,S
58,29.0,162.56,M
90,48.0,182.88,XXXL
83,32.0,165.1,XXXL
63,31.0,165.1,XL
63,31.0,154.94,L
70,32.0,165.1,XL
61,48.0,162.56,L
56,39.0,175.26,M
58,30.0,160.02,M
56,21.0,167.64,S
53,32.0,165.1,S
52,34.0,167.64,S
63,31.0,165.1,XL
61,25.0,165.1,L
56,37.0,162.56,M
82,28.0,175.26,XL
74,35.0,175.26,XXXL
63,31.0,170.18,L
69,33.0,167.64,XL
58,35.0,160.02,L
49,53.0,149.86,S
64,48.0,162.56,XL
54,38.0,162.56,XL
51,35.0,152.4,XXS
54,30.0,162.56,S
56,33.0,167.64,S
61,29.0,165.1,S
50,26.0,160.02,S
61,34.0,172.72,M
81,40.0,167.64,XXXL
65,36.0,162.56,XL
61,25.0,162.56,M
63,39.0,160.02,L
48,43.0,162.56,XXS
63,51.0,157.48,XL
54,32.0,160.02,M
56,31.0,160.02,M
47,34.0,165.1,XXS
54,43.0,157.48,S
126,36.0,162.56,XXXL
51,32.0,167.64,S
70,28.0,172.72,L
49,33.0,160.02,S
57,27.0,165.1,S
68,24.0,180.34,L
83,29.0,170.18,XXXL
61,57.0,165.1,XL
54,21.0,157.48,S
68,46.0,154.94,XXXL
57,35.0,160.02,M
48,36.0,149.86,XXS
58,30.0,162.56,M
81,37.0,172.72,XL
61,29.0,160.02,S
61,26.0,162.56,M
47,21.0,162.56,XXS
73,47.0,172.72,XXXL
62,32.0,157.48,L
123,41.0,177.8,XXXL
65,30.0,160.02,L
63,26.0,165.1,M
63,36.0,165.1,L
104,49.0,167.64,XXXL
55,32.0,165.1,M
49,30.0,157.48,XXS
58,30.0,160.02,S
61,35.0,172.72,S
67,29.0,172.72,XL
58,29.0,170.18,S
39,33.0,160.02,S
54,38.0,157.48,S
49,26.0,162.56,S
47,27.0,154.94,S
65,37.0,160.02,XXXL
63,22.0,162.56,XXXL
68,29.0,170.18,XL
52,18.0,162.56,S
50,57.0,162.56,S
43,31.0,144.78,XXS
64,51.0,172.72,XL
54,27.0,165.1,S
56,31.0,162.56,S
63,34.0,170.18,M
54,40.0,157.48,XXS
65,30.0,175.26,L
65,46.0,172.72,XXXL
61,22.0,172.72,L
61,27.0,172.72,S
52,26.0,160.02,S
70,43.0,167.64,XL
56,28.0,177.8,S
68,38.0,175.26,L
56,29.0,157.48,XXS
45,39.0,165.1,XXS
65,36.0,157.48,XXXL
48,37.0,160.02,XXS
72,31.0,167.64,XL
68,32.0,172.72,XL
52,23.0,162.56,XXS
49,32.0,160.02,S
58,21.0,170.18,L
65,22.0,175.26,L
58,25.0,170.18,M
68,39.0,165.1,XL
65,30.0,170.18,M
52,43.0,157.48,M
74,42.0,175.26,XXXL
58,32.0,167.64,S
58,26.0,170.18,M
67,45.0,165.1,XL
58,23.0,152.4,L
58,36.0,172.72,S
63,33.0,170.18,XL
83,30.0,165.1,XXXL
61,28.0,162.56,M
47,32.0,170.18,S
53,39.0,160.02,S
65,27.0,172.72,L
48,46.0,154.94,S
65,31.0,162.56,L
56,27.0,160.02,M
71,34.0,160.02,XXXL
53,36.0,162.56,S
53,35.0,170.18,M
86,31.0,172.72,XXXL
56,29.0,162.56,S
58,24.0,157.48,XXXL
104,35.0,177.8,XXXL
62,31.0,167.64,L
72,31.0,172.72,XL
61,29.0,172.72,M
52,29.0,170.18,S
56,29.0,160.02,M
63,32.0,165.1,L
61,24.0,167.64,L
68,35.0,162.56,L
58,31.0,172.72,XXS
52,50.0,165.1,S
54,49.0,170.18,M
61,44.0,177.8,S
81,34.0,162.56,XXXL
68,33.0,162.56,XXXL
52,34.0,160.02,S
54,41.0,160.02,XXS
57,27.0,167.64,M
68,33.0,162.56,XXXL
63,26.0,162.56,L
58,39.0,170.18,L
52,31.0,172.72,S
70,30.0,167.64,XL
64,26.0,177.8,M
71,32.0,170.18,XXXL
65,26.0,172.72,XL
61,27.0,170.18,M
56,21.0,152.4,M
61,35.0,170.18,XL
61,34.0,162.56,XL
65,30.0,165.1,XL
54,40.0,170.18,M
68,29.0,160.02,XL
83,37.0,170.18,XXXL
49,29.0,152.4,XXS
61,33.0,175.26,M
58,32.0,175.26,S
74,26.0,165.1,XXXL
61,30.0,172.72,M
61,32.0,167.64,L
58,22.0,172.72,S
61,29.0,165.1,L
58,48.0,167.64,S
57,21.0,167.64,XL
62,32.0,160.02,L
63,33.0,170.18,XL
52,32.0,157.48,XXS
49,31.0,149.86,S
58,25.0,172.72,S
60,30.0,162.56,L
61,51.0,160.02,M
61,30.0,172.72,XL
65,36.0,157.48,XXXL
71,33.0,177.8,XL
58,24.0,162.56,M
71,33.0,182.88,XL
70,31.0,172.72,L
54,30.0,170.18,XXS
63,28.0,154.94,XL
61,26.0,167.64,M
68,31.0,170.18,L
86,27.0,172.72,XXXL
63,40.0,172.72,M
54,40.0,162.56,M
51,49.0,152.4,M
61,32.0,170.18,M
56,54.0,170.18,M
74,36.0,175.26,XXXL
58,30.0,162.56,M
56,29.0,160.02,S
49,28.0,157.48,S
54,33.0,167.64,XXS
61,30.0,160.02,L
63,28.0,160.02,XL
63,33.0,175.26,L
63,31.0,170.18,XL
56,43.0,167.64,M
62,29.0,172.72,L
65,26.0,165.1,L
72,38.0,172.72,XL
65,32.0,177.8,L
56,29.0,162.56,M
58,32.0,170.18,S
53,32.0,152.4,M
63,26.0,175.26,S
58,27.0,170.18,M
63,24.0,170.18,L
50,36.0,162.56,XXS
56,27.0,172.72,M
47,34.0,154.94,S
59,38.0,162.56,S
54,26.0,162.56,M
55,25.0,167.64,S
47,24.0,160.02,XXS
50,37.0,157.48,S
52,20.0,157.48,XXS
